user_count,worker_id,first_name,bill_rate,country,country_id,degree,education,education_id,work_experience,job_category,job_category_id
203,~01363960462f89d862,Vijaykumar,25.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,10,Design & Creative,0
204,~010c96ca8898a06c53,Thom,35.00,Cambodia,44,"['none', 'none', 'none', 'none', u'Bachelor of Applied Science (B.A.Sc.)']",None,0,7,"Web, Mobile & Software Dev",4
205,~016f59e99d631667dc,Mykola,30.00,Poland,29,Bachelor's degree,Bachelor,3,4,"Web, Mobile & Software Dev",4
206,~014400868fac384342,Anton,36.00,Russia,8,Bachelor of Engineering (B.Eng.),Bachelor,3,7,"Web, Mobile & Software Dev",4
207,~01e5afae07348aac74,Andrew,35.00,Egypt,43,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Pharmacy (B.Pharm.)']",Master,2,9,Design & Creative,0
208,~01af7156253d7c0455,Anna,25.00,Ukraine,4,"[u'Master of Computer Applications (M.C.A.)', u""Associate's degree""]",Master,2,6,none,12
209,~01789f7efb819c8d63,Goce,30.00,Macedonia,9, PBA E- Concept Developer ,None,0,7,Design & Creative,0
210,~01c020e5c4cbde8b2a,Boris,24.99,Czech Republic,30,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Applied Science (B.A.Sc.)']",Master,2,11,"Web, Mobile & Software Dev",4
211,~01e387f6f1b0477e16,Talwinder,30.00,India,11,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,8,Sales & Marketing,5
212,~01cdff76feafa252df,Nikita,40.00,Russia,8,,None,0,6,"Web, Mobile & Software Dev",4
213,~01deab952f7a2d4231,Patrick,32.00,United States,0,,None,0,0,Design & Creative,0
214,~0142ef33e9cd1410cb,Rost,30.00,Ukraine,4,"[u'Master of Computer Applications (M.C.A.)', u'Master of Computer Applications (M.C.A.)', u'Bachelor of Engineering (B.Eng.)']",Master,2,6,"Web, Mobile & Software Dev",4
215,~01340acd7bba03d13c,Elena,25.00,Ukraine,4,Master of Computer Applications (M.C.A.),Master,2,7,none,12
216,~01163a6c2fe559762e,Hamza,60.00,Pakistan,14,Bachelor of Engineering (B.Eng.),Bachelor,3,2,"Web, Mobile & Software Dev",4
217,~0177bc02ba7b3a3979,Dmitriy,25.00,Ukraine,4,"['none', u'Master of Computer Applications (M.C.A.)']",None,0,3,IT & Networking,3
218,~01bb2cc45e2232aa85,Kristen,50.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,0,Writing,2
219,~013813400c707b7828,Slaven,29.99,Serbia,36,,None,0,14,Design & Creative,0
220,~01ed21fd440dae61fd,Muhammad,30.00,Pakistan,14,Bachelor of Engineering (B.Eng.),Bachelor,3,2,"Web, Mobile & Software Dev",4
221,~015b0c97f50eec850d,Daniel,34.99,Russia,8,Master of Science (M.S.),Master,2,6,Data Science & Analytics,6
222,~0159a01eaa685e94ec,Varun,45.00,India,11,"[u'Masters', u'Bachelors']",Master,2,7,Sales & Marketing,5
223,~0181bd9d8b07d238e8,Harpreet,25.00,India,11,Master of Computer Applications (M.C.A.),Master,2,4,"Web, Mobile & Software Dev",4
224,~0154044ee58c60b63f,Maulik,29.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,4,"Web, Mobile & Software Dev",4
225,~016300dfa863a742b8,Kirill,25.00,Ukraine,4,Master of Computer Applications (M.C.A.),Master,2,7,Design & Creative,0
226,~01fbba0b167b802126,Andrew,25.00,Ukraine,4,"[u'Diploma', u'High School']",Associate,5,7,Design & Creative,0
227,~01cc039a6f0082de50,Sidra,30.00,Pakistan,14,Master of Computer Applications (M.C.A.),Master,2,7,IT & Networking,3
228,~0145f3bfd699f8bcbe,Matthew,75.00,United Kingdom,3,Error: No education,None,0,0,"Web, Mobile & Software Dev",4
229,~01fd010ab97db20647,Ray,50.00,United States,0,"[u'Bachelor of Fine Arts (B.F.A.)', 'none']",None,0,25,Design & Creative,0
230,~0119100a345be6c835,Bruce,50.00,United States,0,Error: No education,None,0,9,Data Science & Analytics,6
231,~011172c2a0df5dbafb,Jeffery,50.00,United States,0,"[u'Master of Arts Teaching', u'BS Education']",None,0,3,Design & Creative,0
232,~013f1cf4d22f85a428,Jean,35.00,United States,0,"[u'Bachelor of Arts (B.A.)', u'Bachelor of Arts (B.A.)']",Bachelor,3,38,Writing,2
233,~01327563a4a8e5990f,Mateusz,60.00,Poland,29,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Commerce (B.Com.)']",Master,2,5,Sales & Marketing,5
234,~01e3618b43a4bd9291,Andriy,31.00,Ukraine,4,Master of Computer Applications (M.C.A.),Master,2,4,"Web, Mobile & Software Dev",4
235,~01fad970c9edb875ee,hayrettin,25.00,Turkey,46,Bachelor of Architecture (B.Arch.),Bachelor,3,15,Design & Creative,0
236,~0176934c50c86198c6,Boris,25.00,Israel,47,Master's degree,Master,2,17,"Web, Mobile & Software Dev",4
237,~01b578473cb81fb05f,Ivan,22.00,Russia,8,"[u'Master of Computer Applications (M.C.A.)', u'Bachelor of Engineering (B.Eng.)']",Master,2,4,Design & Creative,0
238,~0166d1a256591fa18e,Victoria,30.00,Ukraine,4,Master of Computer Applications (M.C.A.),Master,2,7,Sales & Marketing,5
239,~0188540c15fd1b3486,Steve,30.00,Canada,18,"[u""Journeyman's in Recording Technology"", u'Bachelor of Arts English']",None,0,5,"Web, Mobile & Software Dev",4
240,~0114f2d4269fff0668,Alex,25.00,Ukraine,4,Master of Computer Applications (M.C.A.),Master,2,5,Customer Service,10
241,~015e9f6ca02e5bb288,Andrey,28.00,Ukraine,4,Master of Computer Applications (M.C.A.),Master,2,7,"Web, Mobile & Software Dev",4
242,~01b01a13a2688f9e39,Igor,30.00,Ukraine,4,Master of Computer Applications (M.C.A.),Master,2,9,"Web, Mobile & Software Dev",4
243,~01ba078134130e0731,Alex,28.00,Ukraine,4,"[u'Master of Fine Arts (M.F.A.)', u'Bachelor of Arts (B.A.)']",Master,2,6,"Web, Mobile & Software Dev",4
244,~01d5fb79c85947825e,Jen,50.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,4,"Web, Mobile & Software Dev",4
245,~01af1d5a415c1c5101,Elvira,25.00,Ukraine,4,Master of Computer Applications (M.C.A.),Master,2,6,none,12
246,~01cc68a42b4f768a08,Janet,25.00,United States,0,Bachelor of Fine Arts (B.F.A.),Bachelor,3,15,Admin Support,1
247,~017604c1920e6246eb,Nitesh,25.00,India,11,Bachelor of Commerce (B.Com.),Bachelor,3,13,Design & Creative,0
248,~01735fc818d8d3d57f,Bakshish,25.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,5,"Web, Mobile & Software Dev",4
249,~013df28fa105596d7f,Richard,50.00,United States,0,Bachelor of Business Administration (B.B.A.),Bachelor,3,3,Design & Creative,0
250,~016e1b7545d087ce8f,Chris,23.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,13,Design & Creative,0
251,~011ff9b24ff0a43214,Umair,40.00,Pakistan,14,,None,0,4,"Web, Mobile & Software Dev",4
252,~0157814bb92540a053,Bettye,30.00,United States,0,,None,0,11,Writing,2
253,~01aa8319385d5a0d32,Dmitry,30.00,Russia,8,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,3,"Web, Mobile & Software Dev",4
254,~01bfc426675e56f556,Eugene,37.50,Ukraine,4,Error: No education,None,0,6,Design & Creative,0
255,~01c91bdf43fa4e9b42,Dania,25.00,Pakistan,14,BSc external,None,0,10,"Web, Mobile & Software Dev",4
256,~013d349665f6ac561b,Alisha Jean,75.00,United States,0,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,2,Design & Creative,0
257,~0146251a4f5a67419d,Thai,35.00,Vietnam,2,Master of Computer Applications (M.C.A.),Master,2,6,"Web, Mobile & Software Dev",4
258,~013257f6f227ba5af8,Jordan,30.00,Canada,18,,None,0,3,Design & Creative,0
259,~01cf74f179cdd918fe,Hilary,50.00,United Kingdom,3,"[u'Master of Science (M.S.)', u'Master of Arts (M.A.)', u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,24,Design & Creative,0
260,~010adcb1889bd6c5fb,Heather,50.00,United Kingdom,3,,None,0,3,Data Science & Analytics,6
261,~01e5051dd9e6983bf9,Sally,65.00,United States,0,BA with Honors in Psychology,None,0,30,Writing,2
262,~016f57b500d19b4db8,Peter,47.00,United Kingdom,3,Other,None,0,4,Sales & Marketing,5
263,~013519d05f36b6d5ba,Puratchimani,32.00,India,11,Master of Business Administration (M.B.A.),Master,2,12,Admin Support,1
264,~0148cdbb6edf36e69f,Stephane,60.00,France,41,,None,0,34,Design & Creative,0
265,~014a8e023a9c7a615c,Alexander,69.00,Austria,48,,None,0,1,Sales & Marketing,5
266,~0113c0fcc6055f7ccb,Orest,50.00,Ukraine,4,Master's degree,Master,2,1,Engineering & Architecture,7
267,~0114b94eb672cb5ab2,Oleksandr,25.00,Ukraine,4,Master of Education (M.Ed.),Master,2,1,"Web, Mobile & Software Dev",4
268,~01b17367cbdcd8dad6,Branko,50.00,Serbia,36,,None,0,17,Design & Creative,0
269,~019c40123993e8bfbe,Rajesh,40.00,India,11,Bachelors,Bachelor,3,10,"Web, Mobile & Software Dev",4
270,~01244a1450313daad9,Eriko,28.00,United States,0,"[u'Bachelor of Arts (B.A.)', 'none', u'Associate of Arts (A.A.)']",None,0,9,Sales & Marketing,5
271,~0109b85f17c6764434,Diana,35.00,Argentina,49,Bachelor of Arts in English ,Bachelor,3,35,Writing,2
272,~0193666ea476018e52,Mavreen,37.50,United States,0,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,7,Translation,8
273,~0135c198f2eacf9dbd,Julien,25.00,Canada,18,"[u'Bachelor of Education (B.Ed.)', u'Bachelor of Science (B.S.)']",Bachelor,3,8,Translation,8
274,~01bbce0031925c73d7,Talal,22.50,Morocco,50,"[u'Licentiate degree', u'Webmaster and Multimedia Production', u'DEUG Level (English Section)', u'Lahcen Lyoussi ']",None,0,4,Writing,2
275,~013204a87f296facdd,Marcy,18.75,United States,0,High School,High School,6,37,Admin Support,1
276,~0122be7774a60f53b0,Mihovil,99.00,Croatia,5,,None,0,4,Sales & Marketing,5
277,~01ec747c95ad1e62fa,Mark,75.00,United States,0,Bachelors,Bachelor,3,27,Design & Creative,0
278,~013ef94f70e9ad32ca,Ryan,60.00,United States,0,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Business Administration (B.B.A.)']",Master,2,2,Sales & Marketing,5
279,~011fc3246615d2449f,Austin,100.00,United States,0,Bachelor of Science (B.S.),Bachelor,3,0,Legal,11
280,~01fa67792a475922e5,Kim,30.00,United States,0,"[u'Doctor of Medicine (M.D.)', u'Doctor of Medicine (M.D.)', u'Bachelor of Arts (B.A.)']",Professional,4,22,Writing,2
281,~01904043c35d00d81e,Nicholas,150.00,United States,0,"[u'Bachelor of Laws (LL.B.)', u'Bachelor of Laws (LL.B.)']",Professional,4,15,Legal,11
282,~01c3edf7f029d8f3a1,Richard,35.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,16,Writing,2
283,~01f7a5cc7863bbee8a,Diana,50.00,United States,0,Error: No education,None,0,10,Sales & Marketing,5
284,~0182c9f7ac52dba2b9,Jeff,70.00,United States,0,"[u'Masters', u'Masters']",Master,2,9,IT & Networking,3
285,~012b75b35b8028f645,Audrey,30.00,United States,0,Error: No education,None,0,-10,Design & Creative,0
286,~0105c6b247765a8967,Jeanie,25.00,United States,0,"[u""Master's degree"", u""Bachelor's degree""]",Master,2,19,Writing,2
287,~016db9cbf533f1e1f0,Marie,32.50,United States,0,"[u'Other', u""Master's degree"", u'Other', u'Other', u'High school degree']",None,0,9,Writing,2
288,~0146dc9a1d4dbca249,Robert,38.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,30,Writing,2
289,~016bdffa76b68b7734,YEN-MOU,55.00,Taiwan,51,Error: No education,None,0,0,Translation,8
290,~01a7e95a4f5bd058cf,Laura,75.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,13,Writing,2
291,~01233ce02729e7ce41,Keith,35.00,United States,0,"['none', 'none', 'none']",None,0,27,Design & Creative,0
292,~0167c8183dd18f871c,Stephanie,48.00,United States,0,Bachelor of Science (B.S.),Bachelor,3,10,Writing,2
293,~018d632cf05863a322,Doug,30.00,United States,0,Associate of Science (A.S.),Associate,5,10,"Web, Mobile & Software Dev",4
294,~01eb224379c622d093,Christian,69.00,United States,0,,None,0,9,Engineering & Architecture,7
295,~0137de231c2524800b,sarah,40.00,United States,0,,None,0,8,Design & Creative,0
296,~014334c8be0638ebdf,Michelle,25.00,United States,0,,None,0,18,Admin Support,1
297,~016b27161d79592560,Kirill,150.00,United States,0,Political Science,None,0,7,Sales & Marketing,5
298,~01070e9b725f0d196f,Kiri,70.00,United States,0,"[u'Associate of Arts (A.A.)', u'Bachelor of Arts (B.A.)']",Bachelor,3,5,Design & Creative,0
299,~01d45c87f3e6519ada,Darris,32.00,United States,0,Bachelors of Science Computer Information Science ,Bachelor,3,0,"Web, Mobile & Software Dev",4
300,~01c7785abc44977327,Rosalyn,250.00,United States,0,"['none', 'none']",None,0,7,IT & Networking,3
301,~018de101e35bdad196,Anupam,96.67,United States,0,Bachelor of Engineering (B.Eng.),Bachelor,3,3,"Web, Mobile & Software Dev",4
302,~0134f4c660cb70c9a3,Cardin,35.00,United States,0,High school degree,High School,6,14,Design & Creative,0
303,~0121b0dfceb4e4a279,Scott,65.00,United States,0,"[u'BSME', u'Associates of Sience']",None,0,24,Engineering & Architecture,7
304,~0178b31ebd6d4641ad,Alex,150.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,6,Writing,2
305,~01b351064910934bdd,Elizabeth,50.00,United States,0,Mass Communications and Creative Writing,None,0,23,Writing,2
306,~017ca06076fcd81ddf,Timothy,30.00,United States,0,,None,0,8,"Web, Mobile & Software Dev",4
307,~0156e299ad5c864df9,Eric,35.00,United States,0,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,9,Data Science & Analytics,6
308,~01b5537311632a5e0c,Dave,31.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,21,Design & Creative,0
309,~01f74097cc2aacfba2,Steve,60.00,United States,0,Bachelor of Arts,Bachelor,3,17,Sales & Marketing,5
310,~01459c54f517050245,Joseph Randy,50.00,United States,0,"[u'Master of Library & Information Science (M.L.I.S.)', 'none', 'none', 'none', 'none', 'none']",None,0,14,IT & Networking,3
311,~018132217bfce5dacf,Christy,50.00,United States,0,,None,0,12,"Web, Mobile & Software Dev",4
312,~01205ffe058f4a4c6c,Lia,35.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,4,Writing,2
313,~017ef93fcaa1c6fa8c,Dani,95.00,United States,0,,None,0,5,"Web, Mobile & Software Dev",4
314,~01ad044de0e575a010,Pamela,75.00,United States,0,"[u'Master of Science (M.S.)', u'Bachelor of Science (B.S.)', u'Associate of Science (A.S.)']",Master,2,18,Accounting & Consulting,9
315,~0132cd0be7fbc15261,Christopher J,100.00,United States,0,"[u'MS Degree in Management & Technical Entrepreneursh', u'BS Degree in Business Management']",None,0,16,"Web, Mobile & Software Dev",4
316,~015e88585fabb27535,Barbara,25.00,United States,0,Master of Arts (M.A.),Master,2,45,Writing,2
317,~0100aad0d9bc1d4f90,Allie,65.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,6,Design & Creative,0
318,~0176574f360371ddee,Alexander,60.00,United States,0,Master of Computer Applications (M.C.A.),Master,2,7,"Web, Mobile & Software Dev",4
319,~0166392033893cd0c3,Katie,27.00,United States,0,"[u'Masters of Business Administration', u'Bachelors Business Administration in Real Estate']",Master,2,9,Admin Support,1
320,~01d5b2be0c10d7f816,Lauren,50.00,United States,0,,None,0,0,Design & Creative,0
321,~010234809c61d2cdf6,Ruth,62.50,United States,0,"['none', 'none', 'none', 'none', 'none', u'Bachelor of Fine Arts (B.F.A.)']",None,0,12,Design & Creative,0
322,~0158ba6fd0e0ac3bab,Bill,35.00,United States,0,Error: No education,None,0,12,Data Science & Analytics,6
323,~013a636c9385223404,Kwame,40.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,13,"Web, Mobile & Software Dev",4
324,~013d4f2144203e8263,Loydene,63.00,United States,0,"[u'Doctor of Philosophy (Ph.D.)', u'Doctor of Law (J.D.)']",Doctorate,1,33,Data Science & Analytics,6
325,~017aeb234691278052,Monika,35.00,United States,0,Bachelor of Fine Arts (B.F.A.),Bachelor,3,3,Design & Creative,0
326,~01032ba4be6360a36a,Jared,100.00,United States,0,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Applied Science (B.A.Sc.)', u'Associate of Science (A.S.)']",Master,2,3,Accounting & Consulting,9
327,~019e8d3d2a5f671049,Albert,55.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,20,IT & Networking,3
328,~01edd997d4c5fc5c1a,Leah,75.00,United States,0,Bachelor of Science (B.S.),Bachelor,3,10,Design & Creative,0
329,~0142c11b205293f887,Mahogany,100.00,United States,0,"['none', 'none', 'none', 'none']",None,0,8,Sales & Marketing,5
330,~01e063a404a5d13540,Annamaria,44.00,United States,0,"Bachelor of Arts, Mathematics, magna cum laude",Bachelor,3,23,Writing,2
331,~01feb88c6b7d9a08cb,Itamar,28.00,United States,0,Bachelor's degree,Bachelor,3,8,Design & Creative,0
332,~0185af698d8dc08b44,Susan,25.00,United States,0,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Arts (B.A.)']",Master,2,21,Writing,2
333,~01124f6d7404b4564e,John,55.00,United States,0,,None,0,32,Engineering & Architecture,7
334,~018bbbef63754cded1,McKenzie,40.00,United States,0,,None,0,4,"Web, Mobile & Software Dev",4
335,~0166c865afa31c8fb5,Jeff,75.00,United States,0,Bachelor of Engineering (B.Eng.),Bachelor,3,28,Engineering & Architecture,7
336,~01f638d7522c4fe2cb,Chris,30.00,United States,0,"[u'Doctor of Philosophy (Ph.D.)', u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Doctorate,1,7,Writing,2
337,~013ffe92535d743a7d,Chris,70.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,11,"Web, Mobile & Software Dev",4
338,~01cabfe480b639f7e6,Christopher,42.00,United States,0,BA in Fine Art; BA in Business Admin,None,0,19,Design & Creative,0
339,~012e1f491a557ff85b,Param,120.00,United States,0,Bachelor of Science in Multimedia,Bachelor,3,1,IT & Networking,3
340,~01c855c0fb6cd880c8,Robert,35.00,United States,0,Bachelor of Science (B.S.),Bachelor,3,21,Engineering & Architecture,7
341,~015f0d3b654b000581,Dipal,50.00,United States,0,Master of Computer Science ,Master,2,18,"Web, Mobile & Software Dev",4
342,~016eceb82a4f3bd0c6,Marion,85.00,United States,0,"[u'Advanced Voiceover Training', u'Private Voiceover Coaching']",None,0,-6,Design & Creative,0
343,~015ae186bc1080e4aa,Nancy J.,40.00,United States,0,"[u'Master of Science, Rehabilitation Counseling', u'Bachelor of Arts, Psychology']",Master,2,0,Writing,2
344,~017a03ae7668ba1b11,Steven,35.00,United States,0,Bachelor's degree,Bachelor,3,7,Design & Creative,0
345,~013ac22deae4177c6a,Cheryl,45.00,United States,0,Error: No education,None,0,29,Writing,2
346,~012399d1945a5b9e52,Jacob,85.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,3,Accounting & Consulting,9
347,~01457f3a9e9fade617,Dylan,85.00,United States,0,"['none', 'none']",None,0,4,Writing,2
348,~0160f04c3070d02fbb,Caitlin,75.00,United States,0,Doctor of Philosophy (Ph.D.),Doctorate,1,4,Writing,2
349,~019320f26667c6e3f2,Vlad,40.00,United States,0,Bachelor of Engineering (B.Eng.),Bachelor,3,3,Sales & Marketing,5
350,~01b152f09a88fd2ac3,Susan,50.00,United States,0,Bachelor's Degree in Philosophy,Bachelor,3,18,Writing,2
351,~0134b4bb0eec9e5c36,Rachel,95.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,17,Writing,2
352,~0110dfc8a2aee79321,Nicole,75.00,United States,0,"[u'Master of Arts in Industrial and Organizational Ps', u'Bachelor of Science in Psychology ']",Master,2,3,Data Science & Analytics,6
353,~01eb7853fdb67911d1,Diana,40.00,United States,0,Masters,Master,2,8,Writing,2
354,~01f0b58af520120e08,Mara,120.00,United States,0,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Applied Science (B.A.Sc.)']",Master,2,7,Design & Creative,0
355,~012bfcd98e7c4909c2,George,45.00,United States,0,"[u'Other', u'Other', u'Bachelors']",None,0,7,Design & Creative,0
356,~0163cafae3182b4e6c,Lawrence,31.25,United States,0,Error: No education,None,0,5,Engineering & Architecture,7
357,~01b41521d8ecaf9403,Richard,69.00,United States,0,"[u'Doctor of Law (J.D.)', u'Bachelor of Arts (B.A.)']",Professional,4,22,Writing,2
358,~0117ad933d945f7457,Bettina,100.00,United States,0,"['none', u'Bachelor of Arts (B.A.)']",None,0,0,Sales & Marketing,5
359,~010d2e64727611a64b,Hilary,35.00,United States,0,"[u""Associate's degree"", u'Bachelor of Fine Arts (B.F.A.)']",Bachelor,3,12,Design & Creative,0
360,~01677c23c7d9a92682,Luke,75.00,United States,0,"['none', u'Bachelor of Business Administration (B.B.A.)']",None,0,6,Design & Creative,0
361,~0143f98bfb432a6adb,Samantha,45.00,United States,0,"['none', 'none', u'Bachelor of Business Administration (B.B.A.)']",None,0,6,Writing,2
362,~0160389c968db5a15c,Frank,150.00,United States,0,Bachelor of Business Administration (B.B.A.),Bachelor,3,6,Accounting & Consulting,9
363,~01adc612e5414bc470,Jessica,28.48,United States,0,Bachelor of Fine Arts (B.F.A.),Bachelor,3,6,Writing,2
364,~01999adbc7ad3b7027,Andrew,63.00,United States,0,Bachelor's degree,Bachelor,3,-99,Design & Creative,0
365,~015218d9d8b9eb9580,Nedra,125.00,United States,0,"[u'Master of Science (M.S.)', u'Bachelor of Science (B.S.)']",Master,2,23,"Web, Mobile & Software Dev",4
366,~010c030a4aa226b3c5,Adam Isaac,65.00,United States,0,Bachelors,Bachelor,3,3,Writing,2
367,~012afc6d925a821e54,Steven,80.00,United States,0,Bachelor of Science (B.S.),Bachelor,3,1,"Web, Mobile & Software Dev",4
