user_count,skilltest_tenure,hr_tenure,fp_tenure,longest_tenure_type,longest_tenure_days,all_rates,mean_rate,median_rate
97,"[1465, 48, 4]","[151, 5, 0, [50.0], 50.0, 50.0]","[1410, 47, 3, 'None', 'None', 'None']",,0,[50.0],50.0,50.0
98,None,"[375, 12, 1, [40.0], 40.0, 40.0]","[491, 16, 1, 'None', 'None', 'None']",,0,[40.0],40.0,40.0
99,"[1404, 46, 3]","[0, 0, 0, [25.0, 22.22, 16.67, 16.67, 16.67, 16.67], 18.98, 16.67]","[1472, 49, 4, 'None', 'None', 'None']",,0,"[25.0, 22.22, 16.67, 16.67, 16.67, 16.67]",18.98,16.67
100,None,"[224, 7, 0, [75.0, 5.0, 65.0, 65.0], 52.5, 65.0]","[255, 8, 0, 'None', 'None', 'None']",,0,"[75.0, 5.0, 65.0, 65.0]",52.5,65.0
101,"[2414, 80, 6]","[2154, 71, 5, [62.5, 85.0, 62.5, 85.0, 40.0, 16.67, 20.0], 53.1, 62.5]","[2369, 78, 6, 'None', 'None', 'None']",,0,"[62.5, 85.0, 62.5, 85.0, 40.0, 16.67, 20.0]",53.1,62.5
102,None,"[0, 0, 0, [55.0, 52.0, 55.0, 52.0, 52.0], 53.2, 52.0]","[61, 2, 0, 'None', 'None', 'None']",,0,"[55.0, 52.0, 55.0, 52.0, 52.0]",53.2,52.0
103,None,"[119, 3, 0, [32.0, 25.0, 25.0, 20.0, 50.0, 25.0], 29.5, 25.0]","[158, 5, 0, 'None', 'None', 'None']",,0,"[32.0, 25.0, 25.0, 20.0, 50.0, 25.0]",29.5,25.0
104,"[744, 24, 2]","[716, 23, 1, [35.0, 34.0, 28.0, 21.0, 9.0, 9.0], 22.67, 24.5]","[716, 23, 1, 'None', 'None', 'None']",,0,"[35.0, 34.0, 28.0, 21.0, 9.0, 9.0]",22.67,24.5
105,None,"[318, 10, 0, [60.0, 50.0, 34.0, 40.0, 40.0], 44.8, 40.0]","[318, 10, 0, 'None', 'None', 'None']",,0,"[60.0, 50.0, 34.0, 40.0, 40.0]",44.8,40.0
106,"[1293, 43, 3]",None,"[1273, 42, 3, 'None', 'None', 'None']",,0,[],None,None
107,None,"[359, 11, 0, [70.0, 75.0, 95.0, 48.0, 80.0, 95.0, 95.0, 85.0, 95.0, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0, 75.0, 75.0, 60.0, 60.0, 40.0, 40.0, 50.0], 75.35, 85.0]","[460, 15, 1, 'None', 'None', 'None']",,0,"[70.0, 75.0, 95.0, 48.0, 80.0, 95.0, 95.0, 85.0, 95.0, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0, 75.0, 75.0, 60.0, 60.0, 40.0, 40.0, 50.0]",75.35,85.0
108,"[383, 12, 1]","[334, 11, 0, [100.0, 40.0, 30.0, 20.0, 15.0], 41.0, 30.0]","[336, 11, 0, 'None', 'None', 'None']",,0,"[100.0, 40.0, 30.0, 20.0, 15.0]",41.0,30.0
109,"[57, 1, 0]",None,"[0, 0, 0, 'None', 'None', 'None']",,0,[],None,None
110,"[348, 11, 0]","[326, 10, 0, [40.0, 50.0, 65.0, 40.0, 65.0], 52.0, 50.0]","[344, 11, 0, 'None', 'None', 'None']",,0,"[40.0, 50.0, 65.0, 40.0, 65.0]",52.0,50.0
111,"[2283, 76, 6]",None,"[2143, 71, 5, 'None', 'None', 'None']",,0,[],None,None
112,"[683, 22, 1]","[454, 15, 1, [30.0, 30.0, 60.0, 40.0, 40.0, 40.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 20.0, 15.0], 32.5, 30.0]","[661, 22, 1, 'None', 'None', 'None']",,0,"[30.0, 30.0, 60.0, 40.0, 40.0, 40.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 20.0, 15.0]",32.5,30.0
113,None,"[0, 0, 0, [25.0, 25.0], 25.0, 25.0]","[171, 5, 0, 'None', 'None', 'None']",,0,"[25.0, 25.0]",25.0,25.0
114,None,"[334, 11, 0, [20.0, 15.0, 20.0, 20.0, 20.0, 25.0], 20.0, 20.0]","[364, 12, 0, 'None', 'None', 'None']",,0,"[20.0, 15.0, 20.0, 20.0, 20.0, 25.0]",20.0,20.0
115,"[1156, 38, 3]","[314, 10, 0, [60.0, 45.0, 45.0, 45.0, 35.0, 45.0, 35.0], 44.29, 45.0]","[1120, 37, 3, 'None', 'None', 'None']",,0,"[60.0, 45.0, 45.0, 45.0, 35.0, 45.0, 35.0]",44.29,45.0
116,"[804, 26, 2]","[836, 27, 2, [35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 38.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 37.5, 30.0, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 30.0, 33.33, 50.0, 20.0, 36.0, 25.0, 35.0, 36.0, 36.0, 36.0, 33.33, 38.0], 35.07, 35.0]","[758, 25, 2, 'None', 'None', 'None']",,0,"[35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 38.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 37.5, 30.0, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 30.0, 33.33, 50.0, 20.0, 36.0, 25.0, 35.0, 36.0, 36.0, 36.0, 33.33, 38.0]",35.07,35.0
117,"[478, 15, 1]","[452, 15, 1, [38.0, 45.0, 40.0, 40.0, 40.0, 40.0, 50.0], 41.86, 40.0]","[438, 14, 1, 'None', 'None', 'None']",,0,"[38.0, 45.0, 40.0, 40.0, 40.0, 40.0, 50.0]",41.86,40.0
118,"[568, 18, 1]","[121, 4, 0, [40.0, 35.0, 45.0, 40.0, 35.0, 35.0, 30.0], 37.14, 35.0]","[218, 7, 0, 'None', 'None', 'None']",,0,"[40.0, 35.0, 45.0, 40.0, 35.0, 35.0, 30.0]",37.14,35.0
119,"[39, 1, 0]","[0, 0, 0, [46.0, 50.0], 48.0, 48.0]","[100, 3, 0, 'None', 'None', 'None']",,0,"[46.0, 50.0]",48.0,48.0
120,"[500, 16, 1]",None,"[802, 26, 2, 'None', 'None', 'None']",,0,[],None,None
121,None,"[262, 8, 0, [40.0, 45.0, 40.0, 45.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0], 41.0, 40.0]","[32, 1, 0, 'None', 'None', 'None']",,0,"[40.0, 45.0, 40.0, 45.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",41.0,40.0
122,"[346, 11, 0]","[94, 3, 0, [35.0, 20.0, 25.0, 20.0], 25.0, 22.5]","[323, 10, 0, 'None', 'None', 'None']",,0,"[35.0, 20.0, 25.0, 20.0]",25.0,22.5
123,None,None,None,None,None,[],None,None
124,"[772, 25, 2]","[350, 11, 0, [20.0, 60.0, 25.0, 50.0, 50.0, 50.0, 50.0, 50.0], 44.38, 50.0]","[722, 24, 1, 'None', 'None', 'None']",,0,"[20.0, 60.0, 25.0, 50.0, 50.0, 50.0, 50.0, 50.0]",44.38,50.0
125,None,"[103, 3, 0, [42.0, 38.0, 37.0, 37.0], 38.5, 37.5]","[129, 4, 0, 'None', 'None', 'None']",,0,"[42.0, 38.0, 37.0, 37.0]",38.5,37.5
126,None,"[223, 7, 0, [99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0], 99.0, 99.0]","[734, 24, 2, 'None', 'None', 'None']",,0,"[99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0]",99.0,99.0
127,"[361, 12, 0]","[383, 12, 1, [25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0], 25.0, 25.0]","[369, 12, 1, 'None', 'None', 'None']",,0,"[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]",25.0,25.0
128,None,"[0, 0, 0, [150.0, 150.0], 150.0, 150.0]","[108, 3, 0, 'None', 'None', 'None']",,0,"[150.0, 150.0]",150.0,150.0
129,"[747, 24, 2]","[650, 21, 1, [75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 70.0, 75.0, 30.0, 40.0, 30.0, 20.0], 65.75, 75.0]","[733, 24, 2, 'None', 'None', 'None']",,0,"[75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 70.0, 75.0, 30.0, 40.0, 30.0, 20.0]",65.75,75.0
130,"[228, 7, 0]","[202, 6, 0, [15.0], 15.0, 15.0]","[224, 7, 0, 'None', 'None', 'None']",,0,[15.0],15.0,15.0
131,None,None,None,None,None,[],None,None
132,"[118, 3, 0]","[51, 1, 0, [25.0, 25.0, 25.0, 25.0, 25.0, 25.0], 25.0, 25.0]","[110, 3, 0, 'None', 'None', 'None']",,0,"[25.0, 25.0, 25.0, 25.0, 25.0, 25.0]",25.0,25.0
133,"[130, 4, 0]","[0, 0, 0, [35.0], 35.0, 35.0]","[136, 4, 0, 'None', 'None', 'None']",,0,[35.0],35.0,35.0
134,"[763, 25, 2]","[131, 4, 0, [24.0, 25.0, 25.0, 25.0, 24.0, 15.0], 23.0, 24.5]","[332, 11, 0, 'None', 'None', 'None']",,0,"[24.0, 25.0, 25.0, 25.0, 24.0, 15.0]",23.0,24.5
135,"[556, 18, 1]","[80, 2, 0, [37.5, 37.5, 37.5, 37.5], 37.5, 37.5]","[555, 18, 1, 'None', 'None', 'None']",,0,"[37.5, 37.5, 37.5, 37.5]",37.5,37.5
136,"[1060, 35, 2]","[1038, 34, 2, [25.0, 20.0, 26.0, 18.0, 26.0, 26.0, 26.0, 26.0, 25.0, 25.0, 25.0, 25.0, 35.0, 15.0, 25.0, 25.0, 25.0, 25.0, 7.0, 25.0, 20.0, 15.0, 15.0, 13.0, 15.0, 15.0, 13.0, 13.0, 14.0, 14.0, 14.0, 14.0, 11.11, 11.11, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 11.0, 10.0, 20.0, 12.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 3.0], 16.19, 14.0]","[1056, 35, 2, 'None', 'None', 'None']",,0,"[25.0, 20.0, 26.0, 18.0, 26.0, 26.0, 26.0, 26.0, 25.0, 25.0, 25.0, 25.0, 35.0, 15.0, 25.0, 25.0, 25.0, 25.0, 7.0, 25.0, 20.0, 15.0, 15.0, 13.0, 15.0, 15.0, 13.0, 13.0, 14.0, 14.0, 14.0, 14.0, 11.11, 11.11, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 11.0, 10.0, 20.0, 12.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 3.0]",16.19,14.0
137,"[776, 25, 2]","[232, 7, 0, [75.0, 95.0, 85.0, 65.0, 95.0, 85.0, 65.0, 75.0, 65.0], 78.33, 75.0]","[745, 24, 2, 'None', 'None', 'None']",,0,"[75.0, 95.0, 85.0, 65.0, 95.0, 85.0, 65.0, 75.0, 65.0]",78.33,75.0
138,"[762, 25, 2]","[208, 6, 0, [25.0, 25.0, 25.0, 25.0, 25.0, 15.0], 23.33, 25.0]","[489, 16, 1, 'None', 'None', 'None']",,0,"[25.0, 25.0, 25.0, 25.0, 25.0, 15.0]",23.33,25.0
139,"[821, 27, 2]",None,"[755, 25, 2, 'None', 'None', 'None']",,0,[],None,None
140,None,"[432, 14, 1, [125.0, 75.0, 55.0, 50.0, 35.0], 68.0, 55.0]","[424, 14, 1, 'None', 'None', 'None']",,0,"[125.0, 75.0, 55.0, 50.0, 35.0]",68.0,55.0
141,"[3496, 116, 9]",None,"[3671, 122, 10, 'None', 'None', 'None']",,0,[],None,None
142,"[722, 24, 1]","[688, 22, 1, [35.0, 35.0, 35.0, 45.0, 35.0, 30.0, 35.0, 15.0, 30.0, 35.0, 35.0, 25.0, 35.0, 35.0, 20.0, 35.0, 30.0, 30.0, 35.0, 35.0, 30.0, 30.0, 18.0, 20.0, 18.0, 18.0, 15.0, 30.0, 20.0, 15.0, 15.0], 28.19, 30.0]","[650, 21, 1, 'None', 'None', 'None']",,0,"[35.0, 35.0, 35.0, 45.0, 35.0, 30.0, 35.0, 15.0, 30.0, 35.0, 35.0, 25.0, 35.0, 35.0, 20.0, 35.0, 30.0, 30.0, 35.0, 35.0, 30.0, 30.0, 18.0, 20.0, 18.0, 18.0, 15.0, 30.0, 20.0, 15.0, 15.0]",28.19,30.0
143,"[34, 1, 0]","[47, 1, 0, [50.0, 40.0, 50.0, 40.0], 45.0, 45.0]","[118, 3, 0, 'None', 'None', 'None']",,0,"[50.0, 40.0, 50.0, 40.0]",45.0,45.0
144,"[639, 21, 1]","[494, 16, 1, [30.0, 27.0, 27.0], 28.0, 27.0]","[662, 22, 1, 'None', 'None', 'None']",,0,"[30.0, 27.0, 27.0]",28.0,27.0
145,"[772, 25, 2]","[480, 16, 1, [50.0, 50.0, 50.0, 50.0, 50.0, 45.0], 49.17, 50.0]","[429, 14, 1, 'None', 'None', 'None']",,0,"[50.0, 50.0, 50.0, 50.0, 50.0, 45.0]",49.17,50.0
146,"[535, 17, 1]","[399, 13, 1, [25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 20.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 30.0, 25.0, 20.0], 24.76, 25.0]","[463, 15, 1, 'None', 'None', 'None']",,0,"[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 20.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 30.0, 25.0, 20.0]",24.76,25.0
147,"[86, 2, 0]","[112, 3, 0, [35.0, 40.0, 30.0, 38.0, 40.0, 40.0, 40.0, 38.0, 30.0], 36.78, 38.0]","[38, 1, 0, 'None', 'None', 'None']",,0,"[35.0, 40.0, 30.0, 38.0, 40.0, 40.0, 40.0, 38.0, 30.0]",36.78,38.0
148,"[286, 9, 0]","[81, 2, 0, [65.0, 55.0, 90.0], 70.0, 65.0]","[179, 5, 0, 'None', 'None', 'None']",,0,"[65.0, 55.0, 90.0]",70.0,65.0
149,"[774, 25, 2]","[654, 21, 1, [30.0, 35.0, 35.0, 20.0, 35.0, 30.0, 24.0, 30.0, 24.0, 30.0, 24.0, 30.0, 24.0, 24.0, 20.0, 20.0, 20.0, 18.0, 18.0, 18.0, 18.0, 20.0, 18.0, 20.0, 18.0, 18.0, 18.0, 19.25, 16.0, 19.5], 23.13, 20.0]","[687, 22, 1, 'None', 'None', 'None']",,0,"[30.0, 35.0, 35.0, 20.0, 35.0, 30.0, 24.0, 30.0, 24.0, 30.0, 24.0, 30.0, 24.0, 24.0, 20.0, 20.0, 20.0, 18.0, 18.0, 18.0, 18.0, 20.0, 18.0, 20.0, 18.0, 18.0, 18.0, 19.25, 16.0, 19.5]",23.13,20.0
150,"[141, 4, 0]","[456, 15, 1, [40.0, 30.0, 40.0, 40.0, 25.0, 40.0, 40.0, 35.0, 28.0, 35.0, 40.0, 40.0, 40.0], 36.38, 40.0]","[746, 24, 2, 'None', 'None', 'None']",,0,"[40.0, 30.0, 40.0, 40.0, 25.0, 40.0, 40.0, 35.0, 28.0, 35.0, 40.0, 40.0, 40.0]",36.38,40.0
151,None,"[0, 0, 0, [55.0], 55.0, 55.0]","[396, 13, 1, 'None', 'None', 'None']",,0,[55.0],55.0,55.0
152,"[129, 4, 0]","[97, 3, 0, [50.0, 75.0, 35.0], 53.33, 50.0]","[125, 4, 0, 'None', 'None', 'None']",,0,"[50.0, 75.0, 35.0]",53.33,50.0
153,"[631, 21, 1]","[587, 19, 1, [35.0, 35.0, 30.0, 15.0], 28.75, 32.5]","[298, 9, 0, 'None', 'None', 'None']",,0,"[35.0, 35.0, 30.0, 15.0]",28.75,32.5
154,"[237, 7, 0]","[109, 3, 0, [35.0], 35.0, 35.0]","[226, 7, 0, 'None', 'None', 'None']",,0,[35.0],35.0,35.0
155,"[416, 13, 1]","[546, 18, 1, [100.0, 80.0, 90.0, 100.0, 70.0, 75.0, 75.0, 70.0, 70.0, 60.0, 60.0, 75.0, 100.0, 70.0, 50.0, 50.0, 60.0, 25.0], 71.11, 70.0]","[593, 19, 1, 'None', 'None', 'None']",,0,"[100.0, 80.0, 90.0, 100.0, 70.0, 75.0, 75.0, 70.0, 70.0, 60.0, 60.0, 75.0, 100.0, 70.0, 50.0, 50.0, 60.0, 25.0]",71.11,70.0
156,"[524, 17, 1]","[489, 16, 1, [15.0, 6.0, 28.0, 25.0, 28.0, 20.0, 20.0, 20.0, 20.0, 20.0, 16.0, 20.0, 20.0, 20.0, 20.0, 20.0, 12.0, 12.0, 12.0, 10.0, 13.5, 20.0, 16.0], 17.98, 20.0]","[559, 18, 1, 'None', 'None', 'None']",,0,"[15.0, 6.0, 28.0, 25.0, 28.0, 20.0, 20.0, 20.0, 20.0, 20.0, 16.0, 20.0, 20.0, 20.0, 20.0, 20.0, 12.0, 12.0, 12.0, 10.0, 13.5, 20.0, 16.0]",17.98,20.0
157,"[550, 18, 1]","[279, 9, 0, [14.0, 18.0], 16.0, 16.0]","[332, 11, 0, 'None', 'None', 'None']",,0,"[14.0, 18.0]",16.0,16.0
158,"[1263, 42, 3]",None,"[858, 28, 2, 'None', 'None', 'None']",,0,[],None,None
159,"[517, 17, 1]","[40, 1, 0, [25.0, 25.0, 10.0, 25.0, 100.0], 37.0, 25.0]","[420, 14, 1, 'None', 'None', 'None']",,0,"[25.0, 25.0, 10.0, 25.0, 100.0]",37.0,25.0
160,None,"[411, 13, 1, [30.0, 30.0, 30.0, 30.0, 30.0, 30.0], 30.0, 30.0]","[70, 2, 0, 'None', 'None', 'None']",,0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",30.0,30.0
161,"[102, 3, 0]","[33, 1, 0, [20.0, 12.5, 45.0, 28.0, 10.0, 5.0, 20.0], 20.07, 20.0]","[0, 0, 0, 'None', 'None', 'None']",,0,"[20.0, 12.5, 45.0, 28.0, 10.0, 5.0, 20.0]",20.07,20.0
162,"[282, 9, 0]","[206, 6, 0, [40.0, 40.0, 30.0, 30.0, 35.0, 30.0, 30.0, 25.0, 30.0], 32.22, 30.0]","[248, 8, 0, 'None', 'None', 'None']",,0,"[40.0, 40.0, 30.0, 30.0, 35.0, 30.0, 30.0, 25.0, 30.0]",32.22,30.0
163,None,None,None,None,None,[],None,None
164,"[879, 29, 2]","[123, 4, 0, [50.0, 75.0, 50.0, 100.0], 68.75, 62.5]","[623, 20, 1, 'None', 'None', 'None']",,0,"[50.0, 75.0, 50.0, 100.0]",68.75,62.5
165,"[1076, 35, 2]","[654, 21, 1, [25.0], 25.0, 25.0]","[895, 29, 2, 'None', 'None', 'None']",,0,[25.0],25.0,25.0
166,"[460, 15, 1]","[193, 6, 0, [35.0, 35.0, 35.0, 32.0], 34.25, 35.0]","[282, 9, 0, 'None', 'None', 'None']",,0,"[35.0, 35.0, 35.0, 32.0]",34.25,35.0
167,"[451, 15, 1]","[387, 12, 1, [35.0, 45.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 22.5], 34.72, 35.0]","[432, 14, 1, 'None', 'None', 'None']",,0,"[35.0, 45.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 22.5]",34.72,35.0
168,"[1615, 53, 4]","[1546, 51, 4, [61.0, 59.0, 63.0, 61.0, 61.0, 61.0, 61.0, 61.0, 59.0, 61.0, 61.0, 61.0, 61.0, 61.0, 61.0, 61.0, 61.0, 59.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 55.56, 58.0, 58.0, 55.56, 44.44, 50.0, 44.44, 44.44, 44.44, 38.89, 27.78], 56.1, 59.0]",None,,0,"[61.0, 59.0, 63.0, 61.0, 61.0, 61.0, 61.0, 61.0, 59.0, 61.0, 61.0, 61.0, 61.0, 61.0, 61.0, 61.0, 61.0, 59.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 55.56, 58.0, 58.0, 55.56, 44.44, 50.0, 44.44, 44.44, 44.44, 38.89, 27.78]",56.1,59.0
169,"[738, 24, 2]","[610, 20, 1, [75.0, 40.0, 50.0, 37.5, 37.5, 25.0, 25.0, 25.0, 20.0, 20.0, 20.0], 34.09, 25.0]","[663, 22, 1, 'None', 'None', 'None']",,0,"[75.0, 40.0, 50.0, 37.5, 37.5, 25.0, 25.0, 25.0, 20.0, 20.0, 20.0]",34.09,25.0
170,"[1566, 52, 4]","[0, 0, 0, [60.0, 75.0], 67.5, 67.5]","[639, 21, 1, 'None', 'None', 'None']",,0,"[60.0, 75.0]",67.5,67.5
171,None,"[0, 0, 0, [35.0], 35.0, 35.0]","[404, 13, 1, 'None', 'None', 'None']",,0,[35.0],35.0,35.0
172,"[420, 14, 1]","[291, 9, 0, [63.0, 50.0, 50.0], 54.33, 50.0]","[353, 11, 0, 'None', 'None', 'None']",,0,"[63.0, 50.0, 50.0]",54.33,50.0
173,"[498, 16, 1]","[420, 14, 1, [25.0], 25.0, 25.0]","[440, 14, 1, 'None', 'None', 'None']",,0,[25.0],25.0,25.0
174,None,None,None,None,None,[],None,None
175,"[745, 24, 2]","[0, 0, 0, [25.0], 25.0, 25.0]","[771, 25, 2, 'None', 'None', 'None']",,0,[25.0],25.0,25.0
176,"[68, 2, 0]","[60, 2, 0, [40.0, 40.0, 37.0, 32.0, 32.0, 25.0], 34.33, 34.5]","[66, 2, 0, 'None', 'None', 'None']",,0,"[40.0, 40.0, 37.0, 32.0, 32.0, 25.0]",34.33,34.5
177,None,"[0, 0, 0, [75.0, 75.0], 75.0, 75.0]","[207, 6, 0, 'None', 'None', 'None']",,0,"[75.0, 75.0]",75.0,75.0
178,"[250, 8, 0]","[223, 7, 0, [30.0, 30.0, 30.0, 30.0, 35.0, 35.0, 35.0, 30.0, 25.0, 25.0, 19.0, 25.0, 15.0, 10.0, 16.0, 10.0, 5.0], 23.82, 25.0]","[230, 7, 0, 'None', 'None', 'None']",,0,"[30.0, 30.0, 30.0, 30.0, 35.0, 35.0, 35.0, 30.0, 25.0, 25.0, 19.0, 25.0, 15.0, 10.0, 16.0, 10.0, 5.0]",23.82,25.0
179,None,None,"[170, 5, 0, 'None', 'None', 'None']",,0,[],None,None
180,"[1001, 33, 2]","[912, 30, 2, [5.0], 5.0, 5.0]","[953, 31, 2, 'None', 'None', 'None']",,0,[5.0],5.0,5.0
181,None,"[719, 23, 1, [50.0, 50.0, 40.0, 40.0, 40.0, 35.0, 50.0, 40.0, 40.0, 40.0, 20.0, 40.0, 40.0, 40.0, 40.0, 40.0, 35.0, 35.0, 20.0, 35.0, 30.0, 15.0, 30.0, 15.0, 10.0, 5.56, 10.0], 32.8, 40.0]","[789, 26, 2, 'None', 'None', 'None']",,0,"[50.0, 50.0, 40.0, 40.0, 40.0, 35.0, 50.0, 40.0, 40.0, 40.0, 20.0, 40.0, 40.0, 40.0, 40.0, 40.0, 35.0, 35.0, 20.0, 35.0, 30.0, 15.0, 30.0, 15.0, 10.0, 5.56, 10.0]",32.8,40.0
182,"[705, 23, 1]","[356, 11, 0, [40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0], 40.0, 40.0]","[620, 20, 1, 'None', 'None', 'None']",,0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",40.0,40.0
183,"[712, 23, 1]","[675, 22, 1, [60.0, 60.0, 60.0, 60.0, 60.0, 45.0, 60.0, 60.0, 60.0, 60.0, 60.0, 55.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 55.0, 60.0, 60.0, 60.0, 60.0, 60.0, 45.0, 45.0, 60.0, 60.0, 60.0, 45.0, 45.0, 50.0, 45.0, 45.0, 45.0, 45.0, 45.0, 30.0, 45.0, 45.0], 54.39, 60.0]","[703, 23, 1, 'None', 'None', 'None']",,0,"[60.0, 60.0, 60.0, 60.0, 60.0, 45.0, 60.0, 60.0, 60.0, 60.0, 60.0, 55.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 55.0, 60.0, 60.0, 60.0, 60.0, 60.0, 45.0, 45.0, 60.0, 60.0, 60.0, 45.0, 45.0, 50.0, 45.0, 45.0, 45.0, 45.0, 45.0, 30.0, 45.0, 45.0]",54.39,60.0
184,"[172, 5, 0]","[61, 2, 0, [68.0, 55.0, 55.0, 68.0, 45.0, 55.0, 55.0, 68.0], 58.63, 55.0]","[149, 4, 0, 'None', 'None', 'None']",,0,"[68.0, 55.0, 55.0, 68.0, 45.0, 55.0, 55.0, 68.0]",58.63,55.0
185,"[290, 9, 0]","[240, 8, 0, [13.0, 25.0, 20.0, 16.0], 18.5, 18.0]","[282, 9, 0, 'None', 'None', 'None']",,0,"[13.0, 25.0, 20.0, 16.0]",18.5,18.0
186,"[417, 13, 1]",None,"[698, 23, 1, 'None', 'None', 'None']",,0,[],None,None
187,"[271, 9, 0]","[90, 3, 0, [37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 41.0, 37.5, 37.5, 31.0, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 31.0, 37.5, 31.0, 31.0, 41.0], 36.8, 37.5]","[248, 8, 0, 'None', 'None', 'None']",,0,"[37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 41.0, 37.5, 37.5, 31.0, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 31.0, 37.5, 31.0, 31.0, 41.0]",36.8,37.5
188,"[206, 6, 0]","[102, 3, 0, [35.0, 35.0, 35.0, 35.0, 25.0, 25.0, 25.0], 30.71, 35.0]","[163, 5, 0, 'None', 'None', 'None']",,0,"[35.0, 35.0, 35.0, 35.0, 25.0, 25.0, 25.0]",30.71,35.0
189,"[96, 3, 0]","[0, 0, 0, [40.0], 40.0, 40.0]","[80, 2, 0, 'None', 'None', 'None']",,0,[40.0],40.0,40.0
190,"[80, 2, 0]","[30, 1, 0, [35.0, 35.0, 35.0], 35.0, 35.0]","[68, 2, 0, 'None', 'None', 'None']",,0,"[35.0, 35.0, 35.0]",35.0,35.0
191,"[39, 1, 0]","[31, 1, 0, [50.0, 47.71, 40.0], 45.9, 47.71]","[0, 0, 0, 'None', 'None', 'None']",,0,"[50.0, 47.71, 40.0]",45.9,47.71
192,"[2755, 91, 7]","[2729, 90, 7, [27.78, 19.74, 15.0, 15.0, 19.74, 19.74, 13.33, 13.33, 13.33], 17.44, 15.0]","[2598, 86, 7, 'None', 'None', 'None']",,0,"[27.78, 19.74, 15.0, 15.0, 19.74, 19.74, 13.33, 13.33, 13.33]",17.44,15.0
